ProductID,ProductName,PaymentMethod,CategoryID
349,Product 349,Credit Card,17
521,Product 521,Credit Card,46
951,Product 951,Cash,10
970,Product 970,Cash,15
382,Product 382,Cash,47
767,Product 767,Cash,46
703,Product 703,Cash,17
507,Product 507,Cash,41
594,Product 594,Credit Card,7
323,Product 323,PayPal,38
102,Product 102,Credit Card,9
743,Product 743,PayPal,29
109,Product 109,Cash,25
790,Product 790,Debit Card,20
382,Product 382,Debit Card,16
366,Product 366,Debit Card,5
922,Product 922,Credit Card,46
412,Product 412,Credit Card,50
571,Product 571,Cash,16
793,Product 793,PayPal,22
444,Product 444,PayPal,12
517,Product 517,Credit Card,29
894,Product 894,PayPal,43
440,Product 440,Debit Card,31
443,Product 443,Debit Card,30
471,Product 471,Debit Card,35
307,Product 307,Credit Card,29
643,Product 643,PayPal,30
841,Product 841,PayPal,37
965,Product 965,Cash,14
930,Product 930,Cash,18
836,Product 836,PayPal,18
482,Product 482,Debit Card,48
665,Product 665,Credit Card,12
332,Product 332,PayPal,17
367,Product 367,Credit Card,40
638,Product 638,Cash,14
532,Product 532,Credit Card,16
658,Product 658,PayPal,25
834,Product 834,Credit Card,24
819,Product 819,Debit Card,22
200,Product 200,PayPal,24
693,Product 693,Cash,32
570,Product 570,Debit Card,48
342,Product 342,Cash,4
339,Product 339,Credit Card,48
500,Product 500,Debit Card,16
744,Product 744,Cash,23
882,Product 882,Credit Card,37
528,Product 528,Credit Card,11
558,Product 558,Credit Card,15
738,Product 738,Credit Card,45
687,Product 687,Credit Card,44
631,Product 631,Credit Card,17
659,Product 659,Credit Card,46
688,Product 688,PayPal,43
182,Product 182,PayPal,38
343,Product 343,Cash,41
546,Product 546,PayPal,6
235,Product 235,Cash,25
956,Product 956,Cash,45
116,Product 116,PayPal,29
790,Product 790,Debit Card,38
523,Product 523,Debit Card,12
642,Product 642,Cash,24
503,Product 503,PayPal,46
606,Product 606,Debit Card,8
485,Product 485,Cash,19
934,Product 934,Debit Card,3
790,Product 790,PayPal,21
906,Product 906,PayPal,28
322,Product 322,Cash,28
772,Product 772,Credit Card,48
622,Product 622,PayPal,33
745,Product 745,Cash,25
118,Product 118,Credit Card,10
169,Product 169,Debit Card,47
988,Product 988,Cash,18
572,Product 572,Cash,38
230,Product 230,Debit Card,32
465,Product 465,Debit Card,10
136,Product 136,Cash,1
237,Product 237,Credit Card,16
613,Product 613,Debit Card,23
740,Product 740,Debit Card,36
460,Product 460,Cash,4
656,Product 656,Credit Card,38
289,Product 289,Cash,46
497,Product 497,Credit Card,39
849,Product 849,PayPal,24
972,Product 972,Debit Card,4
415,Product 415,Debit Card,16
732,Product 732,Credit Card,42
509,Product 509,Cash,11
392,Product 392,Cash,3
222,Product 222,PayPal,1
273,Product 273,Debit Card,34
482,Product 482,Cash,15
855,Product 855,Cash,35
289,Product 289,Debit Card,6
632,Product 632,Credit Card,8
285,Product 285,Credit Card,14
547,Product 547,Credit Card,38
316,Product 316,Cash,42
878,Product 878,PayPal,28
209,Product 209,PayPal,14
917,Product 917,PayPal,41
983,Product 983,Cash,25
273,Product 273,Debit Card,19
542,Product 542,PayPal,12
144,Product 144,PayPal,6
189,Product 189,PayPal,49
994,Product 994,PayPal,37
186,Product 186,Credit Card,22
417,Product 417,Cash,23
659,Product 659,Debit Card,38
994,Product 994,PayPal,38
206,Product 206,Cash,22
312,Product 312,PayPal,14
911,Product 911,Credit Card,47
411,Product 411,PayPal,26
766,Product 766,Debit Card,21
843,Product 843,Cash,28
699,Product 699,PayPal,49
268,Product 268,PayPal,20
400,Product 400,PayPal,6
950,Product 950,PayPal,49
115,Product 115,Cash,45
318,Product 318,Cash,11
709,Product 709,Credit Card,48
978,Product 978,Credit Card,44
137,Product 137,Credit Card,15
876,Product 876,Cash,33
684,Product 684,PayPal,2
467,Product 467,Cash,39
622,Product 622,Cash,8
843,Product 843,Debit Card,49
560,Product 560,Debit Card,46
828,Product 828,PayPal,19
194,Product 194,Cash,17
443,Product 443,Debit Card,25
273,Product 273,Cash,14
258,Product 258,PayPal,13
587,Product 587,Credit Card,4
232,Product 232,Cash,5
977,Product 977,Credit Card,5
722,Product 722,PayPal,32
309,Product 309,Credit Card,36
163,Product 163,Credit Card,42
783,Product 783,Credit Card,18
946,Product 946,PayPal,38
706,Product 706,Cash,37
344,Product 344,Credit Card,3
559,Product 559,PayPal,4
555,Product 555,PayPal,23
409,Product 409,Credit Card,13
935,Product 935,Credit Card,20
464,Product 464,Debit Card,3
211,Product 211,Debit Card,50
182,Product 182,PayPal,39
848,Product 848,PayPal,35
258,Product 258,Cash,36
162,Product 162,Credit Card,36
539,Product 539,Credit Card,9
860,Product 860,Cash,40
455,Product 455,Cash,22
271,Product 271,Cash,49
809,Product 809,Credit Card,37
192,Product 192,PayPal,33
715,Product 715,Debit Card,20
493,Product 493,PayPal,39
514,Product 514,PayPal,31
335,Product 335,Credit Card,43
674,Product 674,Credit Card,22
849,Product 849,Credit Card,7
542,Product 542,Debit Card,25
848,Product 848,Credit Card,32
168,Product 168,PayPal,46
460,Product 460,PayPal,2
175,Product 175,PayPal,22
308,Product 308,Cash,1
993,Product 993,Cash,3
594,Product 594,PayPal,40
481,Product 481,Credit Card,21
456,Product 456,PayPal,44
179,Product 179,Debit Card,23
824,Product 824,Debit Card,34
370,Product 370,Credit Card,16
247,Product 247,Credit Card,20
684,Product 684,PayPal,26
296,Product 296,Cash,6
335,Product 335,Credit Card,4
182,Product 182,Cash,30
295,Product 295,Debit Card,45
402,Product 402,PayPal,8
492,Product 492,Debit Card,5
305,Product 305,Cash,45
139,Product 139,Credit Card,40
995,Product 995,PayPal,31
152,Product 152,Cash,44
758,Product 758,Credit Card,36
512,Product 512,Debit Card,7
653,Product 653,Cash,5
986,Product 986,Credit Card,17
316,Product 316,Debit Card,15
102,Product 102,Credit Card,7
510,Product 510,PayPal,10
416,Product 416,Cash,21
914,Product 914,Credit Card,44
788,Product 788,Cash,8
295,Product 295,PayPal,30
333,Product 333,Cash,37
988,Product 988,Credit Card,44
692,Product 692,Cash,12
192,Product 192,Debit Card,50
650,Product 650,Credit Card,14
315,Product 315,Debit Card,30
853,Product 853,Cash,49
604,Product 604,PayPal,28
418,Product 418,Cash,26
652,Product 652,Credit Card,11
328,Product 328,Credit Card,27
266,Product 266,PayPal,8
135,Product 135,Debit Card,33
498,Product 498,PayPal,45
206,Product 206,Cash,31
804,Product 804,Credit Card,7
982,Product 982,Debit Card,29
529,Product 529,PayPal,7
991,Product 991,PayPal,10
504,Product 504,Debit Card,37
496,Product 496,Cash,1
736,Product 736,PayPal,20
124,Product 124,Credit Card,31
376,Product 376,PayPal,41
568,Product 568,Cash,5
622,Product 622,Cash,7
181,Product 181,PayPal,31
641,Product 641,Credit Card,12
943,Product 943,Cash,37
295,Product 295,Credit Card,22
858,Product 858,Debit Card,34
469,Product 469,PayPal,45
787,Product 787,PayPal,14
205,Product 205,PayPal,50
520,Product 520,Credit Card,47
938,Product 938,Cash,49
288,Product 288,PayPal,20
912,Product 912,Cash,27
940,Product 940,Debit Card,35
909,Product 909,Debit Card,19
980,Product 980,Credit Card,15
916,Product 916,Credit Card,50
345,Product 345,Cash,18
767,Product 767,PayPal,46
584,Product 584,Cash,26
287,Product 287,Credit Card,11
150,Product 150,Debit Card,10
400,Product 400,PayPal,25
514,Product 514,PayPal,26
717,Product 717,Credit Card,9
319,Product 319,Cash,22
675,Product 675,Credit Card,30
166,Product 166,Debit Card,39
754,Product 754,Cash,15
687,Product 687,Debit Card,42
542,Product 542,Debit Card,6
264,Product 264,Debit Card,20
650,Product 650,Cash,24
755,Product 755,Credit Card,15
915,Product 915,Credit Card,35
692,Product 692,Debit Card,41
464,Product 464,Cash,6
730,Product 730,PayPal,44
774,Product 774,Debit Card,42
406,Product 406,Debit Card,37
811,Product 811,Credit Card,49
437,Product 437,PayPal,29
345,Product 345,Credit Card,37
308,Product 308,Debit Card,23
623,Product 623,Credit Card,43
370,Product 370,Debit Card,27
922,Product 922,Debit Card,41
994,Product 994,Credit Card,40
303,Product 303,Cash,6
421,Product 421,Cash,30
170,Product 170,Credit Card,15
721,Product 721,Credit Card,39
694,Product 694,Debit Card,4
608,Product 608,PayPal,6
702,Product 702,Debit Card,5
543,Product 543,Debit Card,30
259,Product 259,Credit Card,33
743,Product 743,Credit Card,32
739,Product 739,Debit Card,31
625,Product 625,Debit Card,35
908,Product 908,PayPal,4
137,Product 137,Credit Card,31
739,Product 739,PayPal,22
339,Product 339,Cash,49
603,Product 603,Debit Card,30
602,Product 602,PayPal,27
824,Product 824,Debit Card,35
195,Product 195,PayPal,5
678,Product 678,PayPal,17
524,Product 524,Cash,29
912,Product 912,PayPal,9
621,Product 621,Credit Card,32
887,Product 887,PayPal,6
571,Product 571,PayPal,11
287,Product 287,Credit Card,15
925,Product 925,Credit Card,6
369,Product 369,Debit Card,4
856,Product 856,Cash,42
688,Product 688,PayPal,9
788,Product 788,Credit Card,28
711,Product 711,PayPal,30
384,Product 384,PayPal,47
716,Product 716,Credit Card,11
220,Product 220,Cash,2
119,Product 119,Debit Card,34
589,Product 589,PayPal,25
690,Product 690,PayPal,32
392,Product 392,PayPal,33
958,Product 958,PayPal,11
239,Product 239,Credit Card,31
382,Product 382,Cash,49
314,Product 314,PayPal,50
602,Product 602,Debit Card,9
765,Product 765,Credit Card,40
712,Product 712,Credit Card,6
671,Product 671,Credit Card,7
972,Product 972,Debit Card,24
405,Product 405,Debit Card,49
482,Product 482,Debit Card,10
766,Product 766,PayPal,37
289,Product 289,PayPal,31
731,Product 731,PayPal,28
496,Product 496,Cash,10
950,Product 950,PayPal,50
291,Product 291,Debit Card,40
120,Product 120,PayPal,22
164,Product 164,PayPal,22
646,Product 646,PayPal,8
892,Product 892,Cash,36
137,Product 137,PayPal,45
201,Product 201,PayPal,47
131,Product 131,Credit Card,35
599,Product 599,PayPal,24
342,Product 342,PayPal,22
451,Product 451,PayPal,39
345,Product 345,Cash,11
549,Product 549,PayPal,28
427,Product 427,Credit Card,3
959,Product 959,Debit Card,18
357,Product 357,Debit Card,3
540,Product 540,Cash,20
416,Product 416,PayPal,7
430,Product 430,Debit Card,8
376,Product 376,PayPal,9
738,Product 738,Cash,31
981,Product 981,PayPal,5
102,Product 102,PayPal,32
801,Product 801,Credit Card,25
891,Product 891,PayPal,1
862,Product 862,Credit Card,2
578,Product 578,Cash,30
250,Product 250,PayPal,23
454,Product 454,Credit Card,44
490,Product 490,Credit Card,25
957,Product 957,Cash,23
869,Product 869,Debit Card,24
917,Product 917,PayPal,48
140,Product 140,Debit Card,17
934,Product 934,Credit Card,21
766,Product 766,Debit Card,3
875,Product 875,Credit Card,37
617,Product 617,Credit Card,46
123,Product 123,PayPal,12
530,Product 530,Cash,21
871,Product 871,PayPal,16
319,Product 319,Cash,42
754,Product 754,Debit Card,9
258,Product 258,Cash,5
720,Product 720,PayPal,9
475,Product 475,Credit Card,32
153,Product 153,PayPal,24
369,Product 369,PayPal,31
676,Product 676,Debit Card,47
457,Product 457,Credit Card,31
617,Product 617,PayPal,32
246,Product 246,Cash,8
305,Product 305,Cash,40
408,Product 408,Debit Card,24
318,Product 318,Cash,6
179,Product 179,Credit Card,26
131,Product 131,PayPal,18
994,Product 994,Debit Card,7
276,Product 276,Debit Card,7
695,Product 695,PayPal,9
655,Product 655,Credit Card,10
523,Product 523,Credit Card,7
176,Product 176,Debit Card,41
887,Product 887,Debit Card,42
903,Product 903,Debit Card,36
786,Product 786,Debit Card,14
899,Product 899,PayPal,44
781,Product 781,Cash,8
663,Product 663,Debit Card,30
596,Product 596,Credit Card,18
502,Product 502,Cash,25
691,Product 691,Cash,9
682,Product 682,Cash,7
806,Product 806,PayPal,13
835,Product 835,PayPal,11
608,Product 608,Credit Card,11
400,Product 400,Cash,15
557,Product 557,Credit Card,22
652,Product 652,Cash,47
220,Product 220,Credit Card,24
541,Product 541,Debit Card,32
770,Product 770,PayPal,19
174,Product 174,Cash,15
864,Product 864,Cash,14
401,Product 401,Cash,33
594,Product 594,Cash,41
406,Product 406,Cash,37
555,Product 555,Debit Card,36
186,Product 186,Credit Card,6
434,Product 434,Cash,38
300,Product 300,PayPal,31
859,Product 859,Cash,28
776,Product 776,Cash,28
263,Product 263,Credit Card,50
527,Product 527,Cash,3
489,Product 489,Credit Card,30
425,Product 425,Debit Card,40
882,Product 882,Cash,15
703,Product 703,Debit Card,15
219,Product 219,Credit Card,27
863,Product 863,PayPal,41
335,Product 335,Cash,15
633,Product 633,Cash,27
501,Product 501,Debit Card,7
817,Product 817,Debit Card,10
178,Product 178,PayPal,1
416,Product 416,Credit Card,25
778,Product 778,Credit Card,2
643,Product 643,Cash,13
453,Product 453,Cash,38
627,Product 627,Debit Card,17
332,Product 332,Debit Card,48
986,Product 986,Credit Card,37
944,Product 944,Credit Card,2
674,Product 674,Debit Card,19
305,Product 305,PayPal,4
482,Product 482,Cash,43
347,Product 347,Cash,26
975,Product 975,Cash,20
118,Product 118,Debit Card,6
900,Product 900,Debit Card,23
923,Product 923,Cash,2
283,Product 283,PayPal,28
394,Product 394,Debit Card,36
963,Product 963,Credit Card,5
346,Product 346,PayPal,43
419,Product 419,PayPal,48
539,Product 539,Credit Card,36
852,Product 852,PayPal,13
722,Product 722,PayPal,29
288,Product 288,Debit Card,17
633,Product 633,Debit Card,14
658,Product 658,PayPal,7
728,Product 728,PayPal,48
681,Product 681,Credit Card,41
764,Product 764,Debit Card,46
617,Product 617,Cash,50
530,Product 530,PayPal,9
366,Product 366,Credit Card,21
726,Product 726,Cash,15
281,Product 281,Debit Card,4
398,Product 398,Debit Card,24
217,Product 217,Cash,19
933,Product 933,PayPal,36
701,Product 701,Credit Card,4
854,Product 854,Credit Card,5
151,Product 151,Credit Card,38
697,Product 697,Credit Card,29
190,Product 190,Credit Card,12
549,Product 549,PayPal,13
161,Product 161,Cash,49
846,Product 846,Credit Card,28
232,Product 232,PayPal,46
590,Product 590,Debit Card,5
329,Product 329,Debit Card,14
445,Product 445,Debit Card,39
135,Product 135,Cash,44
144,Product 144,Cash,49
416,Product 416,Debit Card,34
435,Product 435,Cash,40
318,Product 318,Debit Card,25
724,Product 724,PayPal,28
417,Product 417,Cash,17
833,Product 833,Credit Card,50
278,Product 278,PayPal,10
707,Product 707,Debit Card,20
411,Product 411,PayPal,31
810,Product 810,Cash,26
427,Product 427,Credit Card,25
197,Product 197,Debit Card,22
267,Product 267,Cash,50
955,Product 955,Credit Card,36
612,Product 612,Credit Card,2
658,Product 658,PayPal,50
879,Product 879,Debit Card,23
442,Product 442,Credit Card,9
447,Product 447,Cash,32
333,Product 333,Credit Card,41
272,Product 272,Debit Card,41
626,Product 626,PayPal,43
513,Product 513,PayPal,21
938,Product 938,Debit Card,18
864,Product 864,Cash,42
911,Product 911,Credit Card,41
628,Product 628,Credit Card,18
362,Product 362,PayPal,15
848,Product 848,Cash,33
999,Product 999,Credit Card,37
521,Product 521,Debit Card,31
517,Product 517,Credit Card,41
150,Product 150,Cash,36
795,Product 795,Debit Card,7
721,Product 721,Cash,45
274,Product 274,PayPal,16
876,Product 876,Cash,41
112,Product 112,Cash,38
614,Product 614,Credit Card,27
839,Product 839,Cash,4
774,Product 774,Debit Card,44
481,Product 481,Cash,27
380,Product 380,Debit Card,28
975,Product 975,Credit Card,6
625,Product 625,Cash,46
959,Product 959,Debit Card,17
984,Product 984,PayPal,5
385,Product 385,Credit Card,22
243,Product 243,Cash,17
726,Product 726,Credit Card,44
865,Product 865,Cash,21
521,Product 521,Debit Card,9
271,Product 271,Debit Card,50
327,Product 327,Cash,42
885,Product 885,Credit Card,12
310,Product 310,PayPal,37
520,Product 520,Debit Card,47
383,Product 383,Debit Card,12
210,Product 210,PayPal,39
111,Product 111,Credit Card,29
321,Product 321,Debit Card,39
794,Product 794,Cash,32
768,Product 768,Debit Card,33
914,Product 914,PayPal,3
785,Product 785,Cash,34
414,Product 414,Credit Card,2
115,Product 115,Credit Card,22
949,Product 949,Credit Card,22
957,Product 957,Debit Card,34
535,Product 535,Cash,7
602,Product 602,Debit Card,2
900,Product 900,Cash,37
317,Product 317,Credit Card,15
618,Product 618,PayPal,11
678,Product 678,Debit Card,16
193,Product 193,PayPal,25
792,Product 792,Credit Card,31
983,Product 983,Debit Card,14
762,Product 762,Cash,39
647,Product 647,Credit Card,48
836,Product 836,Cash,11
813,Product 813,PayPal,8
689,Product 689,PayPal,15
629,Product 629,Cash,31
279,Product 279,Cash,34
171,Product 171,Credit Card,16
609,Product 609,Cash,29
546,Product 546,PayPal,28
189,Product 189,PayPal,47
275,Product 275,Cash,46
769,Product 769,Cash,3
878,Product 878,PayPal,23
592,Product 592,Cash,45
368,Product 368,Debit Card,15
814,Product 814,Credit Card,40
620,Product 620,Credit Card,42
958,Product 958,PayPal,39
601,Product 601,Credit Card,3
893,Product 893,PayPal,2
608,Product 608,Cash,14
356,Product 356,PayPal,10
249,Product 249,Cash,20
446,Product 446,Debit Card,44
130,Product 130,Credit Card,37
612,Product 612,PayPal,11
617,Product 617,Debit Card,10
133,Product 133,Debit Card,37
831,Product 831,Credit Card,16
648,Product 648,Credit Card,23
364,Product 364,PayPal,11
315,Product 315,Credit Card,36
989,Product 989,Debit Card,21
942,Product 942,Debit Card,47
510,Product 510,Debit Card,30
690,Product 690,Credit Card,13
886,Product 886,PayPal,16
439,Product 439,PayPal,2
225,Product 225,PayPal,8
377,Product 377,Debit Card,8
178,Product 178,PayPal,50
351,Product 351,Credit Card,4
237,Product 237,Cash,36
346,Product 346,PayPal,15
580,Product 580,Cash,2
163,Product 163,PayPal,4
303,Product 303,PayPal,17
965,Product 965,Debit Card,2
320,Product 320,Cash,1
196,Product 196,Debit Card,48
415,Product 415,Credit Card,21
347,Product 347,Debit Card,19
728,Product 728,Debit Card,33
297,Product 297,Cash,29
432,Product 432,Credit Card,38
196,Product 196,Debit Card,40
170,Product 170,Cash,24
221,Product 221,Debit Card,36
339,Product 339,Credit Card,21
926,Product 926,Cash,43
316,Product 316,PayPal,24
783,Product 783,Debit Card,10
391,Product 391,Cash,23
814,Product 814,PayPal,3
438,Product 438,Debit Card,38
232,Product 232,Cash,4
632,Product 632,Credit Card,20
780,Product 780,Cash,15
379,Product 379,PayPal,26
599,Product 599,PayPal,33
373,Product 373,Debit Card,16
770,Product 770,Credit Card,36
586,Product 586,Cash,36
628,Product 628,Debit Card,12
998,Product 998,Cash,8
836,Product 836,Cash,35
295,Product 295,PayPal,28
996,Product 996,Debit Card,37
231,Product 231,Cash,14
300,Product 300,Cash,37
917,Product 917,Debit Card,26
170,Product 170,Cash,34
449,Product 449,PayPal,15
495,Product 495,PayPal,26
925,Product 925,Credit Card,37
533,Product 533,Cash,37
506,Product 506,Credit Card,14
908,Product 908,Credit Card,30
506,Product 506,PayPal,29
818,Product 818,Cash,21
433,Product 433,PayPal,22
560,Product 560,Credit Card,3
463,Product 463,PayPal,49
121,Product 121,Debit Card,43
168,Product 168,Credit Card,31
482,Product 482,PayPal,24
941,Product 941,Cash,27
843,Product 843,Debit Card,47
702,Product 702,PayPal,34
196,Product 196,PayPal,34
351,Product 351,Credit Card,46
204,Product 204,Debit Card,29
769,Product 769,Credit Card,5
944,Product 944,Credit Card,47
884,Product 884,PayPal,26
683,Product 683,Credit Card,34
735,Product 735,Credit Card,21
961,Product 961,Credit Card,10
279,Product 279,PayPal,48
321,Product 321,Credit Card,16
592,Product 592,PayPal,13
638,Product 638,PayPal,4
330,Product 330,Credit Card,32
362,Product 362,Debit Card,7
236,Product 236,PayPal,19
455,Product 455,Cash,10
145,Product 145,PayPal,24
196,Product 196,Credit Card,41
938,Product 938,Debit Card,43
586,Product 586,Debit Card,18
833,Product 833,Credit Card,35
313,Product 313,Credit Card,14
152,Product 152,Cash,15
366,Product 366,Cash,43
963,Product 963,Cash,4
143,Product 143,PayPal,30
197,Product 197,Credit Card,35
610,Product 610,PayPal,46
506,Product 506,Credit Card,48
676,Product 676,PayPal,30
922,Product 922,Debit Card,28
991,Product 991,Debit Card,19
125,Product 125,Credit Card,3
412,Product 412,Credit Card,29
739,Product 739,Debit Card,23
512,Product 512,Credit Card,44
457,Product 457,PayPal,48
748,Product 748,PayPal,22
176,Product 176,Cash,42
992,Product 992,Debit Card,18
895,Product 895,PayPal,31
970,Product 970,PayPal,34
701,Product 701,Debit Card,36
694,Product 694,Debit Card,22
522,Product 522,PayPal,2
216,Product 216,Credit Card,12
333,Product 333,PayPal,4
268,Product 268,PayPal,48
833,Product 833,PayPal,6
662,Product 662,PayPal,49
214,Product 214,Cash,24
703,Product 703,Debit Card,4
228,Product 228,Debit Card,40
726,Product 726,Debit Card,38
955,Product 955,Cash,16
641,Product 641,Debit Card,3
985,Product 985,Debit Card,1
380,Product 380,PayPal,42
436,Product 436,Credit Card,42
959,Product 959,Cash,8
813,Product 813,Debit Card,6
399,Product 399,Debit Card,48
587,Product 587,Cash,21
637,Product 637,PayPal,26
510,Product 510,Credit Card,47
557,Product 557,PayPal,35
294,Product 294,PayPal,15
264,Product 264,PayPal,18
972,Product 972,Debit Card,7
981,Product 981,Debit Card,16
173,Product 173,PayPal,17
671,Product 671,PayPal,8
599,Product 599,Credit Card,14
389,Product 389,PayPal,50
677,Product 677,Debit Card,40
971,Product 971,PayPal,37
606,Product 606,Credit Card,31
650,Product 650,Credit Card,3
461,Product 461,PayPal,2
260,Product 260,Debit Card,23
649,Product 649,PayPal,29
469,Product 469,Debit Card,21
698,Product 698,Cash,39
404,Product 404,Debit Card,31
948,Product 948,Cash,19
360,Product 360,Debit Card,31
933,Product 933,Cash,11
503,Product 503,Cash,15
490,Product 490,PayPal,25
654,Product 654,Cash,48
493,Product 493,Debit Card,35
409,Product 409,Cash,7
540,Product 540,Cash,23
878,Product 878,Credit Card,12
907,Product 907,Cash,50
182,Product 182,Cash,44
356,Product 356,PayPal,28
250,Product 250,Debit Card,13
509,Product 509,Credit Card,50
245,Product 245,Cash,26
638,Product 638,Cash,43
524,Product 524,Debit Card,39
434,Product 434,PayPal,41
816,Product 816,Cash,36
796,Product 796,Debit Card,16
429,Product 429,Debit Card,16
292,Product 292,PayPal,3
814,Product 814,Debit Card,25
958,Product 958,Cash,46
274,Product 274,Debit Card,9
667,Product 667,Cash,17
616,Product 616,Credit Card,49
808,Product 808,PayPal,35
191,Product 191,Cash,22
176,Product 176,PayPal,45
712,Product 712,PayPal,36
617,Product 617,Cash,26
337,Product 337,Credit Card,8
401,Product 401,PayPal,9
689,Product 689,Debit Card,46
523,Product 523,PayPal,25
717,Product 717,Debit Card,32
673,Product 673,Debit Card,41
952,Product 952,PayPal,24
176,Product 176,Credit Card,5
868,Product 868,Debit Card,46
972,Product 972,PayPal,5
301,Product 301,Cash,38
690,Product 690,Debit Card,40
273,Product 273,Cash,41
563,Product 563,PayPal,31
623,Product 623,Credit Card,13
629,Product 629,Debit Card,43
484,Product 484,Cash,2
726,Product 726,Debit Card,17
793,Product 793,Debit Card,45
632,Product 632,Debit Card,34
226,Product 226,Debit Card,50
117,Product 117,Debit Card,23
969,Product 969,Cash,50
666,Product 666,PayPal,17
287,Product 287,Cash,37
827,Product 827,Cash,50
215,Product 215,PayPal,42
784,Product 784,Cash,31
662,Product 662,Cash,36
370,Product 370,PayPal,21
341,Product 341,Credit Card,32
107,Product 107,Credit Card,33
569,Product 569,Debit Card,28
408,Product 408,PayPal,28
683,Product 683,PayPal,26
836,Product 836,Debit Card,20
617,Product 617,Debit Card,31
905,Product 905,Cash,29
269,Product 269,Debit Card,39
449,Product 449,Debit Card,37
602,Product 602,Debit Card,40
630,Product 630,Credit Card,14
319,Product 319,Debit Card,7
127,Product 127,Cash,50
425,Product 425,PayPal,7
497,Product 497,Cash,38
674,Product 674,Cash,19
310,Product 310,Cash,36
652,Product 652,Debit Card,22
353,Product 353,Credit Card,31
106,Product 106,Debit Card,37
445,Product 445,PayPal,39
702,Product 702,Debit Card,27
860,Product 860,Debit Card,34
146,Product 146,Credit Card,32
738,Product 738,Cash,42
788,Product 788,Credit Card,25
350,Product 350,Cash,15
129,Product 129,Credit Card,29
457,Product 457,Debit Card,19
706,Product 706,Cash,2
886,Product 886,Cash,16
213,Product 213,Debit Card,39
375,Product 375,Cash,4
519,Product 519,Debit Card,40
478,Product 478,Debit Card,39
288,Product 288,PayPal,17
413,Product 413,Cash,44
463,Product 463,PayPal,37
171,Product 171,Debit Card,8
305,Product 305,PayPal,10
946,Product 946,PayPal,21
207,Product 207,PayPal,25
525,Product 525,Cash,29
605,Product 605,Cash,9
562,Product 562,Credit Card,20
375,Product 375,Credit Card,19
899,Product 899,Credit Card,47
316,Product 316,PayPal,44
380,Product 380,Credit Card,44
180,Product 180,Debit Card,20
270,Product 270,PayPal,50
353,Product 353,Credit Card,16
295,Product 295,Credit Card,36
260,Product 260,Debit Card,27
401,Product 401,PayPal,4
956,Product 956,Cash,4
583,Product 583,Cash,17
128,Product 128,PayPal,24
561,Product 561,Cash,50
755,Product 755,Debit Card,33
131,Product 131,Credit Card,34
903,Product 903,Debit Card,29
510,Product 510,Credit Card,37
352,Product 352,PayPal,38
751,Product 751,Debit Card,36
740,Product 740,Debit Card,46
635,Product 635,Credit Card,7
451,Product 451,Credit Card,41
461,Product 461,Debit Card,48
714,Product 714,Debit Card,15
582,Product 582,Debit Card,15
783,Product 783,Cash,22
964,Product 964,PayPal,36
440,Product 440,Debit Card,46
721,Product 721,PayPal,34
143,Product 143,PayPal,27
345,Product 345,Debit Card,43
481,Product 481,PayPal,24
592,Product 592,Debit Card,27
984,Product 984,Debit Card,43
844,Product 844,Debit Card,44
359,Product 359,Credit Card,26
628,Product 628,Credit Card,26
223,Product 223,Credit Card,48
416,Product 416,Cash,24
655,Product 655,Credit Card,41
147,Product 147,Cash,49
302,Product 302,PayPal,3
117,Product 117,PayPal,7
154,Product 154,Cash,38
774,Product 774,Cash,6
852,Product 852,Credit Card,35
317,Product 317,Debit Card,35
515,Product 515,Credit Card,36
324,Product 324,Cash,6
489,Product 489,Cash,50
393,Product 393,PayPal,20
246,Product 246,Cash,34
142,Product 142,Credit Card,34
146,Product 146,Debit Card,25
547,Product 547,Cash,5
292,Product 292,Debit Card,18
610,Product 610,Cash,26
155,Product 155,Credit Card,1
133,Product 133,Debit Card,46
572,Product 572,Debit Card,4
676,Product 676,Cash,2
608,Product 608,Debit Card,44
927,Product 927,Credit Card,29
152,Product 152,Credit Card,27
197,Product 197,Cash,11
494,Product 494,Credit Card,26
281,Product 281,Cash,15
123,Product 123,Cash,42
926,Product 926,Cash,5
845,Product 845,PayPal,49
171,Product 171,Debit Card,23
959,Product 959,Credit Card,2
660,Product 660,Cash,25
797,Product 797,Debit Card,45
839,Product 839,Cash,25
346,Product 346,Credit Card,30
299,Product 299,Debit Card,35
407,Product 407,PayPal,14
792,Product 792,Debit Card,38
671,Product 671,Debit Card,21
977,Product 977,Cash,11
478,Product 478,PayPal,9
748,Product 748,PayPal,45
948,Product 948,PayPal,40
414,Product 414,PayPal,29
577,Product 577,Debit Card,14
503,Product 503,Debit Card,36
193,Product 193,Debit Card,4
404,Product 404,Cash,41
332,Product 332,Debit Card,25
542,Product 542,Credit Card,4
135,Product 135,Cash,48
565,Product 565,Debit Card,39
623,Product 623,Cash,24
416,Product 416,Debit Card,22
965,Product 965,Credit Card,11
183,Product 183,Debit Card,3
964,Product 964,PayPal,15
390,Product 390,Cash,47
709,Product 709,Credit Card,23
916,Product 916,Credit Card,7
682,Product 682,Credit Card,41
536,Product 536,Credit Card,14
188,Product 188,Credit Card,46
273,Product 273,Credit Card,24
247,Product 247,Cash,47
625,Product 625,Cash,23
547,Product 547,PayPal,15
335,Product 335,Cash,12
845,Product 845,Debit Card,39
